,ktest,p-value,p-value_adjadj,cluster
MVD,398.31632484307715,6.428095785682785e-85,5.928132780129679e-84,2
MYO1G,163.19111592645174,3.0231251069355305e-34,1.4759963757391118e-33,2
NCOA4,0.9168398639269111,0.9221325329717379,1.0,0
NSDHL,429.3692889875938,1.251591986693399e-91,1.7313689149258686e-90,2
PDLIM7,45.24979207675472,3.52778738549866e-09,8.365895799896823e-09,2
PIK3CG,31.79401508882706,2.1077890434853513e-06,4.373662265232104e-06,1
PLAG1,0.7769878160159305,0.9415062733947985,1.0,0
PLS1,52.981871058404096,8.59651447025672e-11,2.2297209407228368e-10,1
PLS3,27.736992064616203,1.410118928025284e-05,2.7866635958594895e-05,1
PPP1R15B,0.12234207922429602,0.9982036284810863,1.0,1
PTPRC,41.788269957574684,1.8455264156508462e-08,4.031018223658427e-08,2
RBM38,0.044190634963107614,0.9997594645218157,1.0,0
REXO2,25.276416946069336,4.42642513982624e-05,7.986810578382128e-05,1
RFFL,23.267779912875625,0.00011194453034704505,0.0001935707503917654,0
RPL22L1,6.193114982132257,0.1851830457895826,0.23646450462362087,0
RSFR,83.96713068111836,2.512301038500893e-17,8.688374424815587e-17,2
RUNX2,174.35618771518983,1.2144946366987106e-36,6.300190927874562e-36,2
sca2,291.5349443670439,7.254725826176221e-62,5.474020396114785e-61,2
SCD,352.04660349419464,6.339891150771593e-75,5.262109655140422e-74,2
SERPINI1,1.8464315584167539,0.7639773711101598,0.8806961361408787,1
SLC25A37,14.13745646110493,0.00686903016055423,0.010365990969563657,0
SLC6A9,0.6196896218243788,0.9608507916778076,1.0,0
SLC9A3R2,62.454107276596076,8.840636227777795e-13,2.530251058295024e-12,0
SMPD1,11.5512005462855,0.02102018086596764,0.03008060365302266,1
SNX22,2.0484919303380167,0.7268401536300075,0.8496863767787411,0
SNX27,16.25866660287947,0.0026910047762461736,0.004214215026951555,1
SQLE,232.0649920156676,4.742788191218097e-49,3.0280878451623236e-48,2
SQSTM1,43.14308142242479,9.664070902313845e-09,2.2281052358112477e-08,1
STARD4,280.3167656243947,1.9041204897067722e-59,1.3170166720471842e-58,2
STX12,29.955017921451535,4.998728802524607e-06,1.0119377819744936e-05,0
SULF2,100.01332983886681,9.772558866171662e-21,3.862487551867847e-20,2
SULT1E1,11.120199907288029,0.025245834328297415,0.035515326258452294,1
TADA2L,0.18164986599781877,0.9961168552452624,1.0,1
TBC1D7,18.517933972158467,0.0009772042836214204,0.001622159110811558,0
TNFRSF21,84.00197339625159,2.4699130427883676e-17,8.688374424815587e-17,1
TPP1,26.13640813583641,2.9702277024921145e-05,5.4784199845965666e-05,1
TTYH2,1.1021554052591793,0.8939300763126977,1.0,0
UCK1,18.077538630419298,0.0011917710670531648,0.0019022499724117823,1
VDAC3,5.081763776495195,0.27901044205143133,0.3508767680343758,1
WDR91,18.315677442276613,0.0010705389926236814,0.0017422497330934423,1
XPNPEP1,55.54005041474045,2.5036379879806397e-11,6.70328880652881e-11,1
