,ktest,p-value,p-value_adj,cluster
IDS,25.205539510897147,4.5741877410132764e-05,0.0002122592919263701,4
TBC1D12,6.475590661035956,0.16633488126785817,0.35503709982467063,1
TTC13,0.19795940400274178,0.9954130560414228,1.0,1
TTC9,5.397870570562121,0.24885365959031747,0.4927795239412227,0
ZNF704,10.546764293368113,0.03215888453472312,0.08610143115053044,1
TMEM106B,4.713607537684075,0.31796482775142415,0.5908148888952337,4
NCOA5,0.770283163783196,0.9423870362466341,1.0,4
PLEKHF2,21.527194385293026,0.00024886812675461664,0.0010434722295791054,1
ENSGALG00000046049,151.65896217956325,8.97847746740132e-32,2.1377327303336476e-30,2
ENSGALG00000009332,25.256358593443572,4.467754013209298e-05,0.00020780251224229295,0
C5orf34,0.048178875581320314,0.9997144673772433,1.0,1
RNF146,1.720174170012165,0.7870497809640629,1.0,1
DCLRE1A,2.892567101072501,0.5759619981980971,0.911382722088517,1
PPTC7,0.8402263501964464,0.9329752499349191,1.0,1
RBP5,44.32595486071285,5.489535316856937e-09,4.158738876406771e-08,1
TSPAN14,14.58091545724285,0.005654223186230988,0.018007080210926712,1
ASMTL,2.9483493516059003,0.5665058909497808,0.9035181673840204,4
ENSGALG00000016455,0.033397969527518424,0.9998621144815185,1.0,1
GGACT,1.0134835821394748,0.9077445924408094,1.0,1
GTDC1,28.058410370689685,1.2137510432048073e-05,6.338125551983329e-05,1
RRN3,2.2460389435829606,0.6906099286494805,1.0,2
NCBP2,1.5088421766184918,0.8250740409900511,1.0,0
ARHGDIA,45.185540863824556,3.638006011465173e-09,2.8421921964571665e-08,1
SAMHD1,0.41859734138266885,0.9809261622181278,1.0,2
INTS6,5.821521337632731,0.21287954933918116,0.4353365017161169,1
BRCA2,6.366314928639902,0.1734109394470724,0.36778566160566784,0
CCDC191,0.475568512567321,0.9758353894410687,1.0,1
TMEM192,24.55316225952938,6.186354633740083e-05,0.0002850854669926305,2
PTPRM,7.460057828543864,0.11348352590204792,0.25850461481104314,1
DOCK8,4.968541518635493,0.29054058987356796,0.5549963512389073,1
SCML2,0.010239892342384248,0.999986937727655,1.0,1
NGLY1,0.8179736748156627,0.9360223296437931,1.0,2
ENSGALG00000037826,130.14812221532037,3.620139836916595e-27,7.168593736468504e-26,1
MDFIC,62.88242991984225,7.183745684240266e-13,7.367944291528478e-12,2
ITCH,0.7729733367027503,0.9420342015854911,1.0,1
CCDC112,0.04022020474157397,0.9998004825069466,1.0,4
NFIA,2.096243521145306,0.7180625463943744,1.0,1
SNX3,0.7657907566485934,0.942974557722284,1.0,1
SYNRG,4.359835115625936,0.35949238416234086,0.6477340255177313,2
CDC42BPB,5.657387012491985,0.22623751452763344,0.45638381491842783,4
FAM76A,0.2730752612004703,0.991485301259519,1.0,1
CNOT6L,11.951392608590222,0.017716406408350434,0.05069071933719724,1
CPSF3,8.775321764963689,0.06696738525694937,0.1607860390322914,1
NDUFS6,2.230192295641954,0.6935056609483998,1.0,1
NUP35,1.7240344102304883,0.7863472531809867,1.0,2
AP4S1,0.8406221557124992,0.9329206207630057,1.0,1
CYP20A1,0.9816110075310585,0.9125714243492826,1.0,1
